f,DU -X,DU Li Vo X,DU Li Hi X,DU Re -X
0,7.768E-4,7.969E-4,0.004004,0.002411
1,0.002393,0.001043,0.002567,0.004543
2,0.01221,0.01641,0.008575,0.0117
3,0.05179,0.07396,0.032,0.02682
4,0.0372,0.05726,0.04657,0.03889
5,0.05029,0.03767,0.05009,0.06283
6,0.04968,0.04438,0.035,0.04017
7,0.07027,0.05659,0.04509,0.04069
8,0.09445,0.07725,0.09761,0.06379
9,0.1388,0.09489,0.1536,0.12
10,0.321,0.2151,0.3293,0.2711
11,0.1511,0.1587,0.1787,0.1452
12,0.288,0.2852,0.3322,0.3004
13,0.3901,0.6592,0.7198,0.3894
14,0.3938,0.7945,0.7576,0.3966
15,0.5167,0.1952,0.4082,0.4296
16,0.2675,0.233,0.3842,0.25
17,0.2689,0.1794,0.3737,0.3054
18,0.1486,0.1781,0.2848,0.1946
19,0.277,0.2591,0.6977,0.4223
20,0.2269,0.1763,0.4868,0.2627
21,0.2059,0.2186,0.3612,0.2197
22,0.2403,0.183,0.3686,0.2209
23,0.6028,0.1495,0.4892,0.4741
24,1.113,0.2417,1.06,0.9106
25,0.6591,0.2881,0.8717,0.7026
26,0.6306,0.6932,0.9345,0.5345
27,0.5251,0.4889,1.126,0.58
28,1.197,0.3847,0.6093,0.5846
29,1.426,0.557,0.6841,0.6313
30,0.8066,0.4501,0.4144,0.3731
31,0.5284,0.3058,0.4169,0.2836
32,0.4501,0.349,0.3767,0.2396
33,0.2815,0.2913,0.335,0.1685
34,0.2257,0.2404,0.1615,0.1288
35,0.1169,0.1738,0.2234,0.07414
36,0.1543,0.2014,0.1214,0.07202
37,0.143,0.1352,0.1869,0.1232
38,0.1301,0.135,0.1022,0.06892
39,0.1096,0.1317,0.1298,0.0672
40,0.1492,0.1574,0.1581,0.11
41,0.1563,0.1137,0.06365,0.09415
42,0.1119,0.08895,0.07671,0.06371
43,0.0969,0.07522,0.1014,0.08429
44,0.05152,0.05528,0.06604,0.0434
45,0.07016,0.07206,0.09351,0.05334
46,0.09015,0.0787,0.09932,0.06632
47,0.1109,0.1176,0.1555,0.1096
48,0.1245,0.1285,0.2059,0.1541
49,0.1457,0.1622,0.1056,0.09358
50,0.184,0.1654,0.1195,0.1262
51,0.2253,0.2897,0.2244,0.184
52,0.3314,0.368,0.4279,0.3435
53,0.1897,0.2651,0.2801,0.1866
54,0.1222,0.1644,0.1769,0.1183
55,0.08478,0.1035,0.096,0.06787
56,0.16,0.158,0.1455,0.138
57,0.1531,0.1513,0.1859,0.1004
58,0.1146,0.1179,0.1262,0.1068
59,0.05255,0.05606,0.09302,0.07413
60,0.07072,0.06207,0.107,0.08957
61,0.06987,0.05247,0.1161,0.05194
62,0.04155,0.04342,0.1383,0.03448
63,0.05037,0.03616,0.2479,0.04443
64,0.04257,0.03962,0.2382,0.04702
65,0.03293,0.04595,0.1249,0.03684
66,0.02537,0.03784,0.03722,0.01592
67,0.02034,0.02482,0.04983,0.03698
68,0.02794,0.03816,0.03402,0.02483
69,0.03003,0.02858,0.03395,0.02034
70,0.02619,0.03006,0.03529,0.03125
71,0.01496,0.024,0.02813,0.02504
72,0.01455,0.0245,0.01758,0.009475
73,0.01512,0.02089,0.01415,0.009939
74,0.01538,0.01974,0.01739,0.01203
75,0.01567,0.01992,0.01923,0.01403
76,0.01614,0.01768,0.01846,0.01326
77,0.01596,0.01814,0.01213,0.01659
78,0.01679,0.01246,0.01443,0.01596
79,0.01421,0.0133,0.02336,0.01319
80,0.00945,0.01157,0.01804,0.008966
81,0.01258,0.01945,0.01315,0.007055
82,0.01333,0.02277,0.01747,0.008041
83,0.01256,0.01601,0.01932,0.009821
84,0.02501,0.02478,0.01696,0.01339
85,0.03868,0.03289,0.02447,0.01436
86,0.03631,0.03021,0.0391,0.02241
87,0.03316,0.02797,0.03505,0.01462
88,0.04902,0.03639,0.01852,0.01308
89,0.03551,0.03786,0.03458,0.02058
90,0.02663,0.02175,0.04643,0.03322
91,0.01267,0.01517,0.04686,0.03738
92,0.02835,0.036,0.03918,0.03533
93,0.02194,0.0237,0.02421,0.04161
94,0.02112,0.02233,0.0378,0.02558
95,0.02182,0.01947,0.03849,0.02252
96,0.02217,0.02565,0.03441,0.04535
97,0.01738,0.01993,0.104,0.07721
98,0.02603,0.03501,0.07802,0.0603
99,0.01632,0.01861,0.06652,0.0489
100,0.01652,0.01643,0.06422,0.05235
101,0.01847,0.02676,0.07118,0.05828
102,0.02345,0.02116,0.05163,0.07758
103,0.02678,0.02306,0.04515,0.0642
104,0.02713,0.03073,0.03753,0.03103
105,0.04606,0.05963,0.05705,0.02817
106,0.03513,0.03644,0.1016,0.02718
107,0.02142,0.02516,0.07744,0.0271
108,0.03031,0.02951,0.06625,0.02957
109,0.01907,0.02036,0.04167,0.04668
110,0.01595,0.01384,0.0944,0.05117
111,0.03377,0.03097,0.103,0.04979
112,0.02234,0.02475,0.06287,0.0323
113,0.01986,0.01982,0.07852,0.03635
114,0.02373,0.02329,0.04918,0.04799
115,0.02383,0.02347,0.08139,0.0216
116,0.03214,0.0298,0.07976,0.04168
117,0.02165,0.01933,0.04262,0.02314
118,0.02559,0.02003,0.04311,0.02582
119,0.06487,0.05042,0.05847,0.02676
120,0.04422,0.0242,0.03693,0.01892
121,0.03336,0.02782,0.06301,0.02657
122,0.03901,0.03502,0.06151,0.02557
123,0.05609,0.04397,0.1087,0.02593
124,0.04977,0.02898,0.1121,0.02598
125,0.03339,0.02684,0.1153,0.03211
126,0.03429,0.03412,0.06107,0.01569
127,0.04314,0.04157,0.06914,0.0207
128,0.04025,0.03674,0.07435,0.01778
129,0.03352,0.03292,0.07745,0.03153
130,0.03339,0.02852,0.08491,0.03054
131,0.03511,0.03631,0.06671,0.01492
132,0.03069,0.02284,0.07287,0.01096
133,0.05908,0.04003,0.06313,0.007991
134,0.02753,0.01844,0.06221,0.02109
135,0.02561,0.021,0.06244,0.02053
136,0.02789,0.02026,0.04506,0.01567
137,0.02184,0.01461,0.03017,0.01104
138,0.02206,0.01478,0.04198,0.01238
139,0.02269,0.01734,0.03105,0.0103
140,0.01823,0.01408,0.03611,0.006922
141,0.02823,0.02208,0.04788,0.01206
142,0.0301,0.02276,0.05085,0.008068
143,0.02798,0.02358,0.04399,0.009541
144,0.02362,0.02594,0.05253,0.01307
145,0.04466,0.04501,0.09276,0.0177
146,0.02612,0.02489,0.1231,0.0322
147,0.02428,0.02288,0.04763,0.01755
148,0.02508,0.01801,0.04871,0.01984
149,0.031,0.03145,0.06504,0.01587
150,0.01815,0.01754,0.0545,0.019
151,0.01928,0.01384,0.04391,0.01552
152,0.02228,0.02225,0.04424,0.01609
153,0.0308,0.02674,0.04387,0.01236
154,0.02162,0.02176,0.06758,0.01578
155,0.02407,0.01918,0.04952,0.01899
156,0.01542,0.01466,0.03703,0.02561
157,0.01084,0.009911,0.02727,0.02487
158,0.01399,0.01506,0.02383,0.02245
159,0.008255,0.006405,0.0232,0.01668
160,0.009555,0.007724,0.02529,0.01516
161,0.00884,0.00676,0.01558,0.009871
162,0.01349,0.009682,0.02908,0.009687
163,0.01199,0.007468,0.03614,0.01093
164,0.005685,0.003492,0.02573,0.01036
165,0.00553,0.004967,0.02255,0.01478
166,0.009802,0.006177,0.03716,0.01267
167,0.007952,0.004033,0.01891,0.01041
168,0.01184,0.009359,0.01062,0.009606
169,0.009507,0.009996,0.01012,0.009189
170,0.009955,0.00981,0.02084,0.0158
171,0.008187,0.006721,0.02066,0.02194
172,0.011,0.009775,0.02387,0.02817
173,0.008143,0.007264,0.02722,0.03281
174,0.01839,0.01771,0.05251,0.03205
175,0.01644,0.0141,0.05553,0.02078
176,0.01282,0.009268,0.05499,0.02036
177,0.0191,0.02004,0.02504,0.01616
178,0.01321,0.00949,0.02664,0.01684
179,0.01624,0.009724,0.052,0.03189
180,0.02064,0.009721,0.03625,0.03253
181,0.01597,0.00966,0.02336,0.01784
182,0.02301,0.01617,0.03183,0.01928
183,0.01294,0.009316,0.03189,0.01866
184,0.01302,0.007867,0.02598,0.01417
185,0.02321,0.01255,0.02094,0.02382
186,0.01744,0.009731,0.03186,0.01576
187,0.0229,0.01842,0.03148,0.01936
188,0.04741,0.02027,0.08642,0.02014
189,0.03793,0.01595,0.09013,0.02288
190,0.01591,0.01009,0.04259,0.01762
191,0.01696,0.01242,0.02723,0.009984
192,0.02179,0.01833,0.03306,0.01295
193,0.0213,0.02316,0.02725,0.01883
194,0.02065,0.0251,0.04437,0.01634
195,0.03038,0.0264,0.07755,0.02112
196,0.03635,0.03141,0.06238,0.03037
197,0.02179,0.02054,0.06307,0.03083
198,0.04393,0.0399,0.0685,0.01511
199,0.02232,0.02785,0.05031,0.02269
200,0.03025,0.02809,0.06128,0.02599
201,0.0235,0.02008,0.05786,0.02522
202,0.03652,0.03453,0.04951,0.02483
203,0.0276,0.02748,0.0635,0.04418
204,0.0257,0.02901,0.06002,0.03042
205,0.02679,0.02891,0.06682,0.01838
206,0.03223,0.02879,0.114,0.03556
207,0.02952,0.02591,0.1592,0.04058
208,0.03006,0.02399,0.08305,0.02926
209,0.0237,0.01623,0.06139,0.01829
210,0.01301,0.01144,0.04598,0.01996
211,0.02322,0.02185,0.07703,0.02564
212,0.01954,0.01403,0.04832,0.01563
213,0.02205,0.0199,0.05922,0.01957
214,0.02652,0.02175,0.05732,0.01638
215,0.02476,0.02572,0.04902,0.007538
216,0.02535,0.022,0.06362,0.01247
217,0.01724,0.01936,0.03302,0.006217
218,0.01886,0.02012,0.041,0.009355
219,0.0226,0.02033,0.06201,0.01234
220,0.02172,0.01932,0.05765,0.01498
221,0.02521,0.02478,0.03365,0.007515
222,0.02115,0.01874,0.0402,0.008087
223,0.01384,0.01582,0.04623,0.01056
224,0.01949,0.02108,0.03043,0.00989
225,0.01087,0.01285,0.02804,0.009101
226,0.0163,0.01424,0.01976,0.01029
227,0.01688,0.01799,0.02331,0.008588
228,0.008489,0.009705,0.01784,0.007357
229,0.01321,0.01384,0.02183,0.01053
230,0.01438,0.01501,0.02696,0.009375
231,0.02177,0.02378,0.03549,0.007437
232,0.01109,0.01332,0.02522,0.007662
233,0.02824,0.02868,0.06039,0.009833
234,0.01896,0.01948,0.03727,0.01126
235,0.02081,0.01716,0.03453,0.008628
236,0.01776,0.01846,0.03851,0.008224
237,0.03117,0.0338,0.04491,0.01119
238,0.02668,0.03011,0.02389,0.009033
239,0.01527,0.0138,0.02259,0.007776
240,0.01994,0.01833,0.04426,0.00905
241,0.0227,0.01997,0.04128,0.01307
242,0.03486,0.02927,0.04714,0.007555
243,0.03561,0.03603,0.03617,0.0104
244,0.03217,0.03459,0.02338,0.009729
245,0.01736,0.01546,0.02308,0.009609
246,0.01467,0.01572,0.02371,0.01265
247,0.02985,0.03293,0.02054,0.009051
248,0.02054,0.0212,0.02653,0.005825
249,0.01728,0.01637,0.034,0.009663
250,0.0192,0.01861,0.04469,0.009039
251,0.01667,0.01843,0.03783,0.01057
252,0.02423,0.0211,0.01764,0.005764
253,0.01452,0.01608,0.01665,0.008097
254,0.01436,0.0177,0.01708,0.008958
255,0.02448,0.02416,0.01927,0.006159
256,0.02321,0.02151,0.02074,0.005689
257,0.01797,0.01609,0.02294,0.006868
258,0.03225,0.02846,0.01689,0.007695
259,0.01817,0.01507,0.01393,0.02137
260,0.01543,0.01311,0.01245,0.0154
261,0.01976,0.01561,0.01452,0.0118
262,0.03016,0.02995,0.01607,0.01157
263,0.02196,0.0233,0.02446,0.01267
264,0.02031,0.02332,0.01408,0.011
265,0.0176,0.01693,0.01146,0.01088
266,0.01261,0.01291,0.008466,0.01779
267,0.01153,0.01138,0.0143,0.01097
268,0.01108,0.01059,0.01223,0.008977
269,0.01585,0.01149,0.0133,0.008935
270,0.01869,0.01678,0.01693,0.007748
271,0.01282,0.01152,0.005433,0.0172
272,0.02737,0.02627,0.009041,0.01184
273,0.02892,0.02747,0.01075,0.01235
274,0.02412,0.02261,0.01866,0.01052
275,0.02024,0.02021,0.01425,0.02099
276,0.0204,0.01696,0.004659,0.01704
277,0.01582,0.01232,0.005273,0.009409
278,0.01315,0.01171,0.005604,0.00747
279,0.02353,0.0225,0.007815,0.008325
280,0.02262,0.02179,0.008847,0.01762
281,0.01904,0.01873,0.01274,0.01468
282,0.02661,0.02395,0.01774,0.01465
283,0.02231,0.02051,0.009429,0.01023
284,0.01171,0.01417,0.008263,0.02333
285,0.02539,0.02413,0.01155,0.02221
286,0.02228,0.02091,0.01323,0.02292
287,0.02902,0.02545,0.01856,0.02868
288,0.03846,0.03201,0.02211,0.01969
289,0.06989,0.05691,0.01173,0.03404
290,0.0467,0.0389,0.01035,0.03168
291,0.01727,0.01593,0.008901,0.02217
292,0.0284,0.02832,0.007686,0.03235
293,0.02568,0.02641,0.004478,0.02746
294,0.02894,0.031,0.009396,0.01818
295,0.02451,0.02398,0.007707,0.01367
296,0.01405,0.01255,0.01109,0.02101
297,0.01874,0.01751,0.0119,0.0244
298,0.01523,0.01499,0.007232,0.0191
299,0.02608,0.01906,0.005822,0.01635
300,0.03062,0.02532,0.01118,0.02143
301,0.02675,0.02474,0.006249,0.0286
302,0.01883,0.01583,0.005555,0.01894
303,0.02711,0.02308,0.008039,0.04764
304,0.03242,0.02533,0.008562,0.04061
305,0.03534,0.02917,0.005381,0.03361
306,0.05006,0.041,0.007918,0.04524
307,0.05684,0.04474,0.01057,0.05447
308,0.04059,0.0371,0.01085,0.04157
309,0.02498,0.02266,0.006698,0.02324
310,0.0173,0.01463,0.007735,0.0154
311,0.0332,0.02551,0.006924,0.03098
312,0.02337,0.02002,0.006469,0.02331
313,0.02577,0.02314,0.005981,0.01937
314,0.03398,0.02422,0.009461,0.02547
315,0.03139,0.02709,0.005502,0.04167
316,0.03692,0.03197,0.008317,0.04105
317,0.02683,0.01986,0.01335,0.02443
318,0.01649,0.01353,0.00817,0.01923
319,0.0273,0.02014,0.009807,0.03106
320,0.02671,0.02088,0.01197,0.02711
321,0.0216,0.02134,0.01113,0.01611
322,0.01143,0.01046,0.007081,0.01432
323,0.01595,0.01315,0.007851,0.01363
324,0.02183,0.01918,0.01238,0.01573
325,0.0147,0.01168,0.02509,0.01947
326,0.01301,0.01384,0.02183,0.02943
327,0.01758,0.01386,0.02647,0.04242
328,0.01243,0.01135,0.01847,0.0217
329,0.01217,0.01037,0.01945,0.01679
330,0.01332,0.01436,0.01286,0.03707
331,0.02065,0.02066,0.01291,0.02157
332,0.06345,0.06126,0.02457,0.02113
333,0.06774,0.05985,0.02376,0.03131
334,0.02266,0.02234,0.02612,0.02601
335,0.01946,0.01691,0.04521,0.03268
336,0.0187,0.0176,0.0203,0.02195
337,0.0206,0.01674,0.008442,0.02426
338,0.02126,0.01988,0.009963,0.01824
339,0.01885,0.01815,0.01462,0.01691
340,0.01967,0.01838,0.02141,0.02727
341,0.01718,0.01616,0.02989,0.03264
342,0.02143,0.01914,0.02576,0.03293
343,0.0171,0.01517,0.01245,0.03582
344,0.01526,0.01349,0.01723,0.01662
345,0.01208,0.0101,0.02364,0.03221
346,0.01317,0.009826,0.01798,0.02746
347,0.01355,0.01499,0.01021,0.0151
348,0.01772,0.01664,0.01115,0.03368
349,0.0144,0.009634,0.01446,0.01936
350,0.01659,0.01551,0.01676,0.03205
351,0.02475,0.02243,0.01336,0.02113
352,0.01143,0.01117,0.01289,0.01771
353,0.01042,0.01035,0.01196,0.01273
354,0.009041,0.008107,0.01485,0.007277
355,0.01209,0.009724,0.009566,0.01737
356,0.01335,0.008982,0.009478,0.01323
357,0.01313,0.009534,0.01385,0.0244
358,0.01978,0.01167,0.01464,0.01868
359,0.01732,0.01417,0.01311,0.01114
360,0.02989,0.02245,0.01754,0.02083
361,0.01682,0.01324,0.008633,0.01577
362,0.01315,0.009367,0.01145,0.01032
363,0.0112,0.007766,0.008512,0.008768
364,0.006282,0.005761,0.0123,0.01184
365,0.007796,0.005969,0.01257,0.0115
366,0.01066,0.009763,0.00925,0.01417
367,0.01049,0.009089,0.006756,0.01898
368,0.01665,0.0157,0.004933,0.01118
369,0.01396,0.01258,0.005751,0.009905
370,0.01037,0.01058,0.008917,0.009031
371,0.007741,0.00546,0.008571,0.004981
372,0.01023,0.009172,0.0122,0.01133
373,0.01712,0.01763,0.008269,0.01328
374,0.01122,0.01121,0.006321,0.01097
375,0.01064,0.007632,0.00404,0.00874
376,0.03024,0.02437,0.005769,0.01685
377,0.02427,0.01963,0.003416,0.01392
378,0.01065,0.009073,0.006364,0.005661
379,0.02082,0.01542,0.009843,0.01213
380,0.01304,0.01145,0.009166,0.01294
381,0.01032,0.007619,0.01061,0.009464
382,0.01493,0.0139,0.005999,0.007259
383,0.0133,0.01281,0.007592,0.008783
384,0.0171,0.0149,0.006828,0.01537
385,0.01185,0.01199,0.005322,0.01083
386,0.007707,0.007125,0.006977,0.00708
387,0.006968,0.006452,0.01368,0.008826
388,0.008961,0.01085,0.01005,0.004866
389,0.007136,0.008229,0.007309,0.007924
390,0.008617,0.005419,0.01416,0.009447
391,0.01047,0.008094,0.009025,0.005765
392,0.008654,0.008112,0.004648,0.005408
393,0.01217,0.01181,0.007387,0.005006
394,0.008514,0.006807,0.00577,0.009453
395,0.007146,0.008291,0.008439,0.006513
396,0.01477,0.01342,0.009341,0.005747
397,0.01145,0.01053,0.0121,0.0056
398,0.006415,0.005299,0.007748,0.00514
399,0.005438,0.00334,0.007355,0.005915
400,0.004074,0.004132,0.005292,0.008814
401,0.005489,0.005232,0.004647,0.007854
402,0.005499,0.003996,0.004582,0.005093
403,0.006689,0.00513,0.008666,0.004601
404,0.01133,0.01036,0.009449,0.005726
405,0.01126,0.0103,0.007456,0.00657
406,0.006899,0.005271,0.009245,0.00421
407,0.005233,0.003616,0.006067,0.006115
408,0.004166,0.005433,0.004372,0.003194
409,0.005435,0.004472,0.007262,0.005247
410,0.007477,0.006829,0.006801,0.005282
411,0.007041,0.007387,0.007301,0.006424
412,0.005236,0.005278,0.008924,0.005742
413,0.003749,0.00357,0.01149,0.003799
414,0.002962,0.002742,0.008562,0.004652
415,0.00525,0.004215,0.007846,0.004903
416,0.003243,0.002314,0.009992,0.005471
417,0.004022,0.003452,0.005269,0.005679
418,0.005482,0.004609,0.006445,0.009604
419,0.006871,0.006199,0.004325,0.006646
420,0.01023,0.009572,0.008511,0.005595
421,0.006436,0.006013,0.008105,0.00723
422,0.002639,0.002225,0.008462,0.003022
423,0.002353,0.002099,0.01196,0.00258
424,0.002658,0.002707,0.01336,0.004064
425,0.007802,0.004795,0.008934,0.006956
426,0.01194,0.009417,0.006632,0.003841
427,0.004569,0.005818,0.008913,0.004976
428,0.003243,0.002858,0.01464,0.008504
429,0.00373,0.002365,0.01446,0.007462
430,0.007613,0.004639,0.004645,0.006321
431,0.002532,0.002169,0.003295,0.005397
432,0.002994,0.00291,0.004402,0.006095
433,0.004167,0.002893,0.006492,0.006054
434,0.00433,0.003867,0.004847,0.003649
435,0.00448,0.004124,0.004631,0.002709
436,0.00524,0.003894,0.004805,0.004239
437,0.003841,0.003402,0.01038,0.004468
438,0.004873,0.003841,0.005126,0.006536
439,0.002474,0.001452,0.003239,0.003726
440,0.002223,0.001674,0.005814,0.002667
441,0.003146,0.001944,0.003234,0.005348
442,0.004567,0.002318,0.002995,0.006227
443,0.005725,0.004687,0.003946,0.008354
444,0.004795,0.004092,0.005953,0.009718
445,0.008372,0.004497,0.005288,0.005417
446,0.01301,0.006438,0.007907,0.005569
447,0.005678,0.005402,0.007125,0.006702
448,0.004437,0.003473,0.004461,0.004269
449,0.006722,0.002933,0.003957,0.003988
450,0.00475,0.002578,0.0034,0.004467
451,0.00424,0.002675,0.00311,0.004173
452,0.00576,0.005025,0.003661,0.00606
453,0.007428,0.005181,0.003045,0.007596
454,0.00587,0.004627,0.003281,0.007082
455,0.005362,0.004084,0.004247,0.003718
456,0.005094,0.006842,0.003928,0.005822
457,0.005509,0.007144,0.003568,0.006284
458,0.008138,0.00806,0.002551,0.005758
459,0.005874,0.003637,0.003033,0.007656
460,0.007343,0.004554,0.003707,0.006911
461,0.005459,0.004519,0.005842,0.004819
462,0.0037,0.003434,0.005066,0.003144
463,0.004306,0.003811,0.004129,0.002826
464,0.005603,0.003267,0.004792,0.003987
465,0.003298,0.002987,0.005192,0.008594
466,0.006001,0.005966,0.003565,0.01387
467,0.006559,0.007129,0.004295,0.01047
468,0.007994,0.007045,0.004036,0.006274
469,0.007777,0.006385,0.002792,0.00518
470,0.003916,0.004856,0.002761,0.005433
471,0.008986,0.007156,0.003189,0.003464
472,0.007812,0.005799,0.00414,0.006411
473,0.007348,0.003559,0.004735,0.005177
474,0.00777,0.003082,0.004935,0.005908
475,0.004638,0.005614,0.004305,0.007519
476,0.006345,0.006859,0.002558,0.008043
477,0.01066,0.008083,0.003891,0.004564
478,0.01122,0.004228,0.005274,0.004572
479,0.004658,0.003543,0.004825,0.005747
480,0.002259,0.004043,0.003071,0.005466
481,0.004075,0.003392,0.003665,0.007753
482,0.004196,0.001982,0.00483,0.007034
483,0.005314,0.001667,0.007056,0.007439
484,0.009709,0.006028,0.006037,0.008876
485,0.006736,0.004656,0.003624,0.003336
486,0.004482,0.003098,0.004454,0.003219
487,0.005025,0.0042,0.007847,0.004936
488,0.006619,0.005543,0.005115,0.005298
489,0.006379,0.003489,0.002884,0.005038
490,0.003944,0.00204,0.003362,0.003777
491,0.003263,0.002713,0.002305,0.002939
492,0.004866,0.003491,0.00202,0.007676
493,0.005121,0.002601,0.003134,0.004646
494,0.005253,0.002209,0.004322,0.004941
495,0.003466,0.002687,0.004686,0.005544
496,0.003926,0.002427,0.003012,0.003436
497,0.005526,0.00306,0.002791,0.006643
498,0.004889,0.003802,0.004414,0.004811
499,0.002824,0.002933,0.003433,0.003204
500,0.004818,0.003308,0.004719,0.003658
501,0.002582,0.002088,0.003362,0.003312
502,0.003769,0.001574,0.003209,0.004602
503,0.007994,0.001303,0.003972,0.003664
504,0.006421,0.002078,0.004159,0.002259
505,0.004255,0.003466,0.003124,0.003813
506,0.004525,0.002271,0.004956,0.00436
507,0.00558,0.002078,0.003009,0.005517
508,0.005287,0.00326,0.003088,0.003672
509,0.01254,0.009627,0.003457,0.003108
510,0.01198,0.01172,0.003409,0.002398
511,0.008453,0.008484,0.005307,0.003688
512,0.005824,0.005325,0.008258,0.003476
513,0.005101,0.005181,0.004262,0.003716
514,0.007388,0.00316,0.00399,0.005354
515,0.007206,0.002866,0.005161,0.005901
516,0.006265,0.004146,0.004072,0.006041
517,0.01791,0.003911,0.002585,0.006145
518,0.01064,0.005295,0.004999,0.006223
519,0.007691,0.004127,0.004742,0.004506
520,0.005055,0.002099,0.003915,0.005237
521,0.00584,0.002251,0.004093,0.005192
522,0.007253,0.003389,0.006241,0.004971
523,0.008808,0.003291,0.003347,0.004029
524,0.005764,0.003082,0.004563,0.003498
525,0.005071,0.003264,0.003914,0.005777
526,0.005302,0.003522,0.004283,0.008665
527,0.01044,0.006437,0.004799,0.005126
528,0.01476,0.003642,0.004284,0.007724
529,0.006458,0.003515,0.004776,0.00445
530,0.004886,0.001839,0.004799,0.004831
531,0.003677,0.002089,0.004596,0.009508
532,0.005695,0.003879,0.005756,0.01059
533,0.007542,0.005293,0.006642,0.00885
534,0.01114,0.004018,0.003413,0.007208
535,0.01162,0.00665,0.00302,0.00499
536,0.01103,0.007333,0.003034,0.004471
537,0.007191,0.004928,0.003909,0.006278
538,0.01179,0.002922,0.004232,0.01021
539,0.006494,0.002613,0.002792,0.004878
540,0.009401,0.00374,0.003369,0.003761
541,0.005201,0.003622,0.003432,0.008757
542,0.005288,0.003611,0.004832,0.01107
543,0.00446,0.003591,0.004513,0.008206
544,0.009432,0.006869,0.004358,0.007041
545,0.01256,0.007875,0.002088,0.006227
546,0.01029,0.006119,0.003173,0.005881
547,0.008842,0.005795,0.008014,0.01027
548,0.01193,0.008209,0.008844,0.01412
549,0.01355,0.01258,0.007055,0.01468
550,0.01338,0.007005,0.005447,0.009742
551,0.005918,0.008807,0.003183,0.008079
552,0.00758,0.009456,0.003937,0.005432
553,0.007989,0.00818,0.003107,0.004416
554,0.01155,0.005681,0.003651,0.006662
555,0.006422,0.00726,0.003945,0.009259
556,0.007193,0.004899,0.003513,0.003646
557,0.005401,0.003064,0.005707,0.004844
558,0.008,0.00373,0.003594,0.004267
559,0.01638,0.01406,0.004393,0.00645
560,0.01265,0.01335,0.004088,0.008084
561,0.004789,0.007793,0.004538,0.0074
562,0.01074,0.004258,0.003767,0.006135
563,0.005641,0.003534,0.003657,0.007703
564,0.01309,0.009312,0.003366,0.007438
565,0.02194,0.02105,0.002703,0.01398
566,0.02174,0.01693,0.004973,0.009903
567,0.0138,0.009438,0.005317,0.006694
568,0.00542,0.004144,0.005622,0.004542
569,0.008392,0.00554,0.004216,0.006247
570,0.01376,0.004453,0.004097,0.007637
571,0.01066,0.006431,0.004634,0.004601
572,0.01642,0.007142,0.002694,0.006401
573,0.009842,0.01028,0.002232,0.006096
574,0.01017,0.006412,0.005577,0.004868
575,0.02305,0.01808,0.00546,0.006515
576,0.05064,0.04581,0.009607,0.0077
577,0.03107,0.03049,0.008329,0.007563
578,0.01244,0.00586,0.002657,0.004967
579,0.01655,0.007244,0.002322,0.00408
580,0.01747,0.01284,0.004559,0.009734
581,0.01063,0.007977,0.003192,0.009323
582,0.0142,0.004138,0.003391,0.006862
583,0.01488,0.007862,0.002944,0.007359
584,0.01705,0.01177,0.003638,0.006338
585,0.02366,0.009979,0.004299,0.006205
586,0.02633,0.02125,0.004305,0.008968
587,0.0609,0.05178,0.003245,0.02014
588,0.1162,0.1041,0.005146,0.02901
589,0.1675,0.1527,0.006964,0.03889
590,0.1453,0.1255,0.006849,0.03432
591,0.09052,0.0683,0.00511,0.01883
592,0.0404,0.02367,0.004467,0.006421
593,0.02533,0.01385,0.006951,0.007108
594,0.04307,0.022,0.004158,0.00627
595,0.0553,0.0258,0.004541,0.005739
596,0.02373,0.01351,0.002387,0.00607
597,0.007362,0.004397,0.003599,0.004346
598,0.009855,0.005524,0.004754,0.006822
599,0.02455,0.01523,0.004019,0.01382
600,0.02135,0.01458,0.005857,0.009262
601,0.02763,0.01759,0.006414,0.006191
602,0.02871,0.01619,0.005385,0.007177
603,0.04064,0.03068,0.008498,0.0158
604,0.1186,0.08111,0.01258,0.01555
605,0.1525,0.09727,0.005613,0.01367
606,0.08793,0.06058,0.007304,0.009514
607,0.04446,0.02918,0.004117,0.006028
608,0.05838,0.03175,0.003636,0.01095
609,0.04992,0.03058,0.003485,0.008928
610,0.01912,0.01398,0.005164,0.007288
611,0.01626,0.007211,0.006683,0.005572
612,0.0403,0.02185,0.006076,0.003798
613,0.02188,0.01889,0.004611,0.005631
614,0.02174,0.01498,0.005907,0.005575
615,0.03228,0.01902,0.005663,0.007409
616,0.02549,0.01622,0.005521,0.008845
617,0.06058,0.03099,0.005942,0.009052
618,0.07745,0.04501,0.003444,0.006023
619,0.07276,0.05062,0.006532,0.0076
620,0.05445,0.03277,0.01116,0.01094
621,0.0333,0.0127,0.006121,0.006356
622,0.01851,0.007846,0.009311,0.004097
623,0.0422,0.02542,0.008644,0.004267
624,0.05784,0.03464,0.01061,0.00429
625,0.02295,0.01408,0.006272,0.003605
626,0.01581,0.01015,0.005045,0.004203
627,0.02277,0.01148,0.003781,0.005422
628,0.02814,0.01688,0.004583,0.00884
629,0.03886,0.02247,0.007658,0.007863
630,0.08579,0.04685,0.006006,0.005579
631,0.09987,0.05955,0.00656,0.00413
632,0.04193,0.02615,0.0026,0.006514
633,0.05091,0.02916,0.004462,0.008382
634,0.02417,0.01188,0.005389,0.007595
635,0.02044,0.01176,0.006279,0.005307
