f,DU -X,DU Li Vo X,DU Li Hi X,DU Re -X
2292,2.309E-4,5.7E-4,6.611E-4,1.336E-4
2293,2.656E-4,8.526E-4,9.825E-4,1.388E-4
2294,2.078E-4,7.646E-4,8.121E-4,1.185E-4
2295,2.077E-4,7.831E-4,9.742E-4,1.372E-4
2296,1.799E-4,8.303E-4,3.842E-4,1.656E-4
2297,1.638E-4,7.478E-4,4.01E-4,1.655E-4
2298,3.346E-4,4.517E-4,8.524E-4,1.541E-4
2299,3.129E-4,5.328E-4,4.524E-4,2.535E-4
2300,1.479E-4,4.238E-4,3.201E-4,3.046E-4
2301,1.724E-4,6.886E-4,7.872E-4,1.763E-4
2302,2.069E-4,3.959E-4,6.021E-4,2.397E-4
2303,3.32E-4,4.811E-4,0.00127,1.907E-4
2304,1.848E-4,3.621E-4,5.912E-4,9.899E-5
2305,1.127E-4,5.263E-4,6.435E-4,9.075E-5
2306,1.509E-4,7.996E-4,0.001136,7.346E-5
2307,1.314E-4,8.177E-4,8.58E-4,1.769E-4
2308,1.939E-4,6.99E-4,4.412E-4,2.05E-4
2309,1.877E-4,5.075E-4,4.758E-4,1.233E-4
2310,1.538E-4,0.001042,7.996E-4,1.42E-4
2311,2.026E-4,8.386E-4,0.001069,1.705E-4
2312,1.736E-4,6.917E-4,4.872E-4,1.299E-4
2313,1.513E-4,9.63E-4,5.562E-4,1.064E-4
2314,1.832E-4,8.569E-4,5.094E-4,1.373E-4
2315,1.303E-4,8.383E-4,5.133E-4,7.704E-5
2316,8.566E-5,6.84E-4,4.33E-4,1.502E-4
2317,1.526E-4,6.485E-4,3.898E-4,1.578E-4
2318,1.605E-4,6.714E-4,3.123E-4,1.126E-4
2319,1.235E-4,4.735E-4,4.454E-4,1.276E-4
2320,1.615E-4,4.728E-4,6.635E-4,9.262E-5
2321,2.487E-4,5.62E-4,6.913E-4,6.755E-5
2322,1.857E-4,5.669E-4,4.669E-4,2.02E-4
2323,1.333E-4,8.975E-4,0.001264,1.613E-4
2324,1.85E-4,0.001997,0.002363,2.982E-4
2325,1.052E-4,0.001687,0.00112,2.031E-4
2326,1.284E-4,3.412E-4,4.137E-4,7.779E-5
2327,1.593E-4,4.195E-4,3.231E-4,1.681E-4
2328,1.582E-4,9.888E-4,4.263E-4,1.316E-4
2329,1.23E-4,0.001015,4.369E-4,2.292E-4
2330,6.849E-5,5.185E-4,6.016E-4,8.7E-5
2331,6.852E-5,7.419E-4,4.193E-4,9.457E-5
2332,1.307E-4,0.001131,4.236E-4,8.3E-5
2333,2.252E-4,0.001123,5.325E-4,6.662E-5
2334,1.415E-4,6.389E-4,3.538E-4,7.886E-5
2335,1.543E-4,9.801E-4,4.641E-4,1.09E-4
2336,1.283E-4,5.976E-4,2.983E-4,9.684E-5
2337,1.53E-4,5.763E-4,5.408E-4,2.243E-4
2338,7.055E-5,0.001084,5.143E-4,2.73E-4
2339,6.588E-5,7.669E-4,3.716E-4,2.577E-4
2340,1.485E-4,3.155E-4,3.218E-4,2.396E-4
2341,9.644E-5,2.507E-4,2.44E-4,9.902E-5
2342,7.081E-5,2.579E-4,1.49E-4,6.166E-5
2343,6.381E-5,3.893E-4,3.264E-4,6.497E-5
2344,8.554E-5,3.816E-4,3.247E-4,8.653E-5
2345,7.141E-5,1.81E-4,4.389E-4,1.013E-4
2346,1.233E-4,3.976E-4,5.397E-4,1.333E-4
2347,1.83E-4,5.222E-4,3.25E-4,1.076E-4
2348,2.094E-4,4.781E-4,4.18E-4,1.958E-4
2349,2.02E-4,3.753E-4,3.011E-4,2.063E-4
2350,1.782E-4,6.234E-4,2.754E-4,3.039E-4
2351,1.2E-4,7.736E-4,1.691E-4,3.148E-4
2352,8.269E-5,4.702E-4,2.214E-4,2.014E-4
2353,8.728E-5,1.917E-4,2.384E-4,2.504E-4
2354,1.35E-4,4.255E-4,2.928E-4,1.828E-4
2355,1.09E-4,4.174E-4,2.225E-4,1.783E-4
2356,8.304E-5,3.377E-4,4.75E-4,1.196E-4
2357,1.089E-4,3.46E-4,4.292E-4,2.324E-4
2358,5.533E-5,3.658E-4,2.668E-4,2.36E-4
2359,8.38E-5,3.345E-4,2.784E-4,1.655E-4
2360,5.654E-5,3.367E-4,3.385E-4,1.396E-4
2361,4.153E-5,3.046E-4,2.29E-4,1.378E-4
2362,6.702E-5,2.489E-4,4.37E-4,1.144E-4
2363,4.704E-5,1.876E-4,2.184E-4,3.546E-5
2364,6.766E-5,2.279E-4,1.973E-4,4.413E-5
2365,8.476E-5,3.501E-4,1.86E-4,6.327E-5
2366,7.513E-5,1.255E-4,2.146E-4,1.14E-4
2367,5.435E-5,4.003E-4,4.017E-4,7.636E-5
2368,6.739E-5,3.967E-4,2.922E-4,6.66E-5
2369,4.265E-5,5.58E-4,3.75E-4,1.26E-4
2370,7.514E-5,3.732E-4,2.733E-4,7.58E-5
2371,5.736E-5,1.668E-4,1.926E-4,1.033E-4
2372,7.542E-5,2.026E-4,2.804E-4,8.799E-5
2373,5.937E-5,2.718E-4,1.668E-4,6.401E-5
2374,3.757E-5,3.998E-4,2.351E-4,8.467E-5
2375,5.185E-5,1.979E-4,5.897E-4,1.242E-4
2376,6.029E-5,1.74E-4,5.307E-4,1.035E-4
2377,4.56E-5,1.213E-4,2.747E-4,7.121E-5
2378,2.945E-5,1.656E-4,1.811E-4,1.904E-4
2379,2.624E-5,1.143E-4,1.838E-4,1.684E-4
2380,3.477E-5,1.92E-4,1.986E-4,1.046E-4
2381,3.487E-5,2.808E-4,1.154E-4,1.795E-4
2382,6.653E-5,3.625E-4,2.389E-4,1.499E-4
2383,7.031E-5,4.022E-4,2.248E-4,2.987E-4
2384,3.751E-5,3.256E-4,1.093E-4,2.059E-4
2385,4.236E-5,2.066E-4,1.68E-4,1.173E-4
2386,5.085E-5,1.359E-4,7.722E-5,6.731E-5
2387,5.669E-5,1.463E-4,1.414E-4,7.372E-5
2388,4.1E-5,1.269E-4,1.959E-4,1.362E-4
2389,5.834E-5,6.222E-5,2.294E-4,1.028E-4
2390,7.009E-5,3.281E-4,2.546E-4,1.234E-4
2391,8.506E-5,1.699E-4,2.567E-4,1.17E-4
2392,4.709E-5,9.009E-5,2.388E-4,1.091E-4
2393,6.136E-5,1.227E-4,1.849E-4,5.819E-5
2394,5.263E-5,1.392E-4,2.46E-4,6.205E-5
2395,5.264E-5,7.767E-5,1.739E-4,9.171E-5
2396,8.814E-5,1.415E-4,3.399E-4,1.121E-4
2397,5.158E-5,1.321E-4,2.713E-4,5.268E-5
2398,7.341E-5,1.068E-4,1.076E-4,5.857E-5
2399,3.551E-5,6.677E-5,1.322E-4,6.896E-5
2400,2.556E-5,5.087E-5,1.545E-4,8.062E-5
2401,2.346E-5,8.432E-5,1.32E-4,5.761E-5
2402,3.615E-5,1.398E-4,2.296E-4,8.868E-5
2403,3.399E-5,1.493E-4,1.105E-4,1.123E-4
2404,5.012E-5,5.679E-5,7.409E-5,1.015E-4
2405,4.034E-5,8.725E-5,1.178E-4,1.222E-4
2406,3.009E-5,8.937E-5,1.828E-4,5.047E-5
2407,3.467E-5,1.007E-4,1.278E-4,6.421E-5
2408,3.316E-5,8.455E-5,1.076E-4,8.18E-5
2409,2.142E-5,6.865E-5,6.88E-5,6.659E-5
2410,1.911E-5,6.749E-5,7.044E-5,8.097E-5
2411,2.373E-5,9.784E-5,7.543E-5,9.283E-5
2412,9.179E-5,9.693E-5,8.672E-5,2.101E-4
2413,7.509E-5,5.265E-5,2.964E-5,1.055E-4
2414,4.343E-5,9.243E-5,7.878E-5,1.424E-4
2415,3.26E-5,7.603E-5,1.067E-4,1.408E-4
2416,3.096E-5,9.094E-5,1.459E-4,2.394E-4
2417,3.731E-5,5.955E-5,1.125E-4,3.642E-4
2418,4.979E-5,8.972E-5,8.642E-5,1.232E-4
2419,3.897E-5,5.955E-5,4.561E-5,3.997E-5
2420,3.804E-5,4.683E-5,3.855E-5,5.632E-5
2421,2.326E-5,9.514E-5,4.642E-5,4.586E-5
2422,2.238E-5,7.711E-5,8.273E-5,4.96E-5
2423,2.44E-5,5.095E-5,1.23E-4,5.76E-5
2424,1.486E-5,3.792E-5,1.034E-4,6.404E-5
2425,1.456E-5,3.478E-5,8.593E-5,6.252E-5
2426,2.365E-5,3.32E-5,1.327E-4,9.08E-5
2427,1.925E-5,4.569E-5,1.018E-4,1.134E-4
2428,1.301E-5,3.413E-5,1.341E-4,8.725E-5
2429,2.254E-5,3.315E-5,7.218E-5,5.908E-5
2430,3.045E-5,5.243E-5,6.025E-5,6.429E-5
2431,2.236E-5,4.466E-5,9.963E-5,6.208E-5
2432,1.532E-5,3.581E-5,1.399E-4,6.023E-5
2433,1.839E-5,3.667E-5,8.479E-5,8.175E-5
2434,1.194E-5,2.827E-5,5.28E-5,7.001E-5
2435,1.928E-5,2.179E-5,5.267E-5,1.354E-4
2436,3.526E-5,2.571E-5,3.015E-5,1.443E-4
2437,5.58E-5,1.995E-5,4.203E-5,1.002E-4
2438,2.99E-5,3.121E-5,4.74E-5,3.961E-5
2439,2.816E-5,4.483E-5,2.943E-5,7.165E-5
2440,1.95E-5,2.099E-5,5.001E-5,1.011E-4
2441,1.945E-5,2.461E-5,4.29E-5,6.347E-5
2442,2.079E-5,2.412E-5,6.888E-5,5.419E-5
2443,2.368E-5,2.336E-5,1.375E-4,3.171E-5
2444,2.085E-5,1.867E-5,1.161E-4,7.737E-5
2445,2.609E-5,1.78E-5,4.505E-5,8.436E-5
2446,2.257E-5,2.214E-5,3.973E-5,5.646E-5
2447,3.188E-5,2.119E-5,6.705E-5,4.896E-5
2448,1.941E-5,8.311E-5,6.118E-5,3.259E-5
2449,1.154E-5,7.583E-5,3.347E-5,4.39E-5
2450,1.37E-5,2.621E-5,3.168E-5,1.263E-4
2451,1.481E-5,3.61E-5,4.096E-5,1.086E-4
2452,1.309E-5,4.265E-5,5.247E-5,1.373E-4
2453,1.345E-5,4.642E-5,5.386E-5,1.521E-4
2454,1.736E-5,1.429E-5,5.889E-5,6.334E-5
2455,1.692E-5,2.007E-5,5.295E-5,6.567E-5
2456,1.474E-5,2.401E-5,4.941E-5,3.468E-5
2457,1.047E-5,3.549E-5,1.564E-5,4.837E-5
2458,7.269E-6,3.76E-5,1.29E-5,3.337E-5
2459,1.218E-5,2.829E-5,2.688E-5,2.357E-5
2460,1.046E-5,3.635E-5,3.906E-5,4.322E-5
2461,1.594E-5,2.063E-5,6.917E-5,3.153E-5
2462,1.472E-5,1.471E-5,6.891E-5,2.706E-5
2463,6.771E-6,2.658E-5,5.329E-5,3.572E-5
2464,6.8E-6,1.966E-5,2.36E-5,3.09E-5
2465,1.54E-5,1.672E-5,4.313E-5,3.184E-5
2466,1.615E-5,1.548E-5,8.916E-5,3.453E-5
2467,9.653E-6,2.111E-5,6.077E-5,8.779E-5
2468,1.468E-5,1.588E-5,2.472E-5,4.402E-5
2469,2.218E-5,1.017E-5,1.852E-5,4.165E-5
2470,1.28E-5,1.157E-5,4.64E-5,5.427E-5
2471,1.134E-5,9.595E-6,4.598E-5,6.807E-5
2472,1.644E-5,9.134E-6,1.515E-5,2.063E-5
2473,1.851E-5,1.254E-5,1.821E-5,1.544E-5
2474,1.065E-5,2.782E-5,1.115E-5,3.364E-5
2475,8.55E-6,2.853E-5,1.777E-5,1.893E-5
2476,1.458E-5,1.534E-5,3.737E-5,3.34E-5
2477,9.879E-6,1.067E-5,4.082E-5,2.339E-5
2478,1.154E-5,9.017E-6,2.249E-5,1.716E-5
2479,1.928E-5,1.211E-5,2.266E-5,2.645E-5
2480,1.434E-5,1.48E-5,3.45E-5,5.895E-5
2481,1.236E-5,2.194E-5,2.796E-5,7.295E-5
2482,1.298E-5,1.193E-5,3.298E-5,7.783E-5
2483,1.403E-5,1.462E-5,2.658E-5,3.953E-5
2484,1.208E-5,1.382E-5,3.442E-5,5.614E-5
2485,1.223E-5,1.181E-5,3.769E-5,5.316E-5
2486,1.262E-5,6.269E-6,1.658E-5,7.502E-5
2487,9.057E-6,1.356E-5,1.726E-5,1.861E-5
2488,1.065E-5,1.277E-5,1.877E-5,2.2E-5
2489,1.475E-5,5.744E-6,2.193E-5,3.099E-5
2490,5.869E-6,8.046E-6,2.486E-5,4.386E-5
2491,6.023E-6,1.023E-5,1.651E-5,3.481E-5
2492,1.409E-5,1.295E-5,2.063E-5,1.593E-5
2493,1.355E-5,1.956E-5,3.454E-5,6.31E-5
2494,7.87E-6,8.972E-6,3.8E-5,6.212E-5
2495,7.709E-6,1.11E-5,3.419E-5,2.261E-5
2496,9.363E-6,1.423E-5,2.218E-5,5.103E-5
2497,5.749E-6,9.371E-6,1.37E-5,4.007E-5
2498,1.028E-5,1.477E-5,1.341E-5,4.126E-5
2499,7.898E-6,3.386E-6,9.073E-6,2.414E-5
2500,7.659E-6,1.166E-5,1.844E-5,1.669E-5
2501,4.263E-6,1.036E-5,2.132E-5,1.146E-5
2502,4.746E-6,1.033E-5,1.496E-5,1.725E-5
2503,8.387E-6,9.867E-6,1.411E-5,4.399E-5
2504,1.199E-5,5.427E-6,2.408E-5,5.387E-5
2505,8.573E-6,1.297E-5,1.974E-5,4.768E-5
2506,6.234E-6,2.131E-5,1.189E-5,2.784E-5
2507,6.662E-6,1.563E-5,2.461E-5,4.18E-5
2508,7.889E-6,7.139E-6,2.829E-5,5.549E-5
2509,8.958E-6,5.562E-6,1.717E-5,3.141E-5
2510,8.108E-6,9.682E-6,1.795E-5,2.438E-5
2511,6.833E-6,8.186E-6,1.212E-5,1.35E-5
2512,5.704E-6,1.253E-5,1.086E-5,1.541E-5
2513,4.444E-6,2.369E-5,1.804E-5,2.604E-5
2514,5.094E-6,1.204E-5,1.325E-5,1.89E-5
2515,7.399E-6,1.005E-5,3.812E-5,1.763E-5
2516,6.684E-6,5.772E-6,2.88E-5,1.204E-5
2517,4.128E-6,4.138E-6,1.095E-5,1.149E-5
2518,6.702E-6,7.814E-6,4.851E-6,1.344E-5
2519,9.655E-6,7.245E-6,7.067E-6,1.132E-5
2520,9.143E-6,6.713E-6,7.666E-6,9.505E-6
2521,8.451E-6,3.499E-6,8.563E-6,7.091E-6
2522,7.541E-6,3.675E-6,9.214E-6,1.735E-5
2523,7.048E-6,6.067E-6,1.284E-5,1.761E-5
2524,5.4E-6,6.358E-6,1.606E-5,2.151E-5
2525,4.123E-6,2.78E-6,1.142E-5,1.213E-5
2526,4.629E-6,1.046E-5,1.853E-5,1.244E-5
2527,4.884E-6,1.738E-5,1.854E-5,1.446E-5
2528,5.16E-6,6.239E-6,1.554E-5,2.885E-5
2529,5.28E-6,4.582E-6,1.363E-5,1.703E-5
2530,5.562E-6,2.766E-6,1.492E-5,1.648E-5
2531,4.735E-6,4.714E-6,7.918E-6,1.816E-5
2532,5.673E-6,5.483E-6,8.402E-6,1.458E-5
2533,5.708E-6,1.305E-5,1.517E-5,1.253E-5
2534,4.186E-6,1.658E-5,1.418E-5,1.558E-5
2535,4.108E-6,1.575E-5,7.27E-6,1.762E-5
2536,4.444E-6,6.53E-6,5.235E-6,1.552E-5
2537,4.658E-6,4.597E-6,8.877E-6,1.113E-5
2538,4.044E-6,5.94E-6,3.027E-5,1.932E-5
2539,3.003E-6,4.386E-6,1.828E-5,1.426E-5
2540,2.983E-6,8.33E-6,8.336E-6,6.822E-6
2541,4.751E-6,3.829E-5,2.494E-5,1.099E-5
2542,4.549E-6,2.155E-5,1.704E-5,8.927E-6
2543,3.556E-6,7.515E-6,8.159E-6,1.292E-5
2544,3.102E-6,4.18E-6,8.904E-6,9.199E-6
2545,3.777E-6,3.129E-6,5.205E-6,1.191E-5
2546,2.859E-6,3.697E-6,4.103E-6,1.812E-5
2547,3.369E-6,4.5E-6,3.945E-6,1.379E-5
2548,2.958E-6,5.486E-6,3.092E-6,9.039E-6
2549,2.592E-6,6.084E-6,8.292E-6,1.716E-5
2550,2.878E-6,8.093E-6,2.032E-5,2.632E-5
2551,2.254E-6,6.076E-6,1.201E-5,1.097E-5
2552,2.499E-6,4.218E-6,7.951E-6,1.143E-5
2553,2.663E-6,1.797E-6,8.822E-6,1.388E-5
2554,1.998E-6,7.838E-6,9.325E-6,6.239E-6
2555,3.407E-6,1.219E-5,1.422E-5,1.42E-5
2556,8.579E-6,1.933E-5,2.271E-5,3.054E-5
2557,4.442E-6,6.114E-6,1.546E-5,1.293E-5
2558,2.19E-6,2.78E-6,1.732E-5,1.856E-5
2559,3.625E-6,5.328E-6,1.795E-5,1.465E-5
2560,3.035E-6,1.959E-5,1.771E-5,1.676E-5
2561,2.987E-6,1.988E-5,1.362E-5,1.79E-5
2562,4.143E-6,1.525E-5,2.684E-5,1.209E-5
2563,6.388E-6,9.955E-6,1.465E-5,1.053E-5
2564,4.194E-6,1.149E-5,2.022E-5,1.228E-5
2565,2.413E-6,2.381E-5,3.902E-5,2.845E-5
2566,1.777E-6,2.02E-5,2.531E-5,9.729E-6
2567,2.16E-6,2.771E-5,2.295E-5,9.226E-6
2568,3.771E-6,4.416E-5,4.233E-5,1.307E-5
2569,4.373E-6,3.228E-5,2.838E-5,1.03E-5
2570,4.129E-6,1.795E-5,1.464E-5,1.139E-5
2571,7.424E-6,1.181E-5,1.53E-5,7.797E-6
2572,3.493E-6,4.264E-6,1.132E-5,7.258E-6
2573,2.612E-6,3.991E-6,5.351E-6,1.158E-5
2574,2.011E-6,1.218E-5,1.181E-5,2.328E-5
2575,2.66E-6,3.972E-5,2.65E-5,2.168E-5
2576,2.588E-6,3.142E-5,2.05E-5,2.277E-5
2577,2.625E-6,6.388E-6,6.41E-6,7.588E-6
2578,1.911E-6,1.019E-5,6.803E-6,1.122E-5
2579,3.99E-6,2.995E-5,1.535E-5,1.921E-5
2580,3.642E-6,3.964E-5,2.246E-5,7.86E-6
2581,4.647E-6,3.9E-5,2.847E-5,1.723E-5
2582,3.897E-6,5.261E-5,4.167E-5,2.591E-5
2583,2.258E-6,3.967E-5,2.307E-5,1.13E-5
2584,3.733E-6,1.704E-5,1.24E-5,7.681E-6
2585,2.665E-6,9.727E-6,2.271E-5,8.463E-6
2586,2.506E-6,6.584E-6,1.604E-5,9.919E-6
2587,2.598E-6,3.961E-6,7.473E-6,1.072E-5
2588,3.563E-6,3.077E-6,3.458E-6,1.044E-5
2589,4.494E-6,3.361E-6,4.941E-6,8.581E-6
2590,3.077E-6,8.696E-6,3.418E-6,7.91E-6
2591,4.376E-6,1.347E-5,6.451E-6,4.867E-6
2592,2.413E-6,1.779E-5,1.037E-5,8.967E-6
2593,2.419E-6,1.772E-5,1.334E-5,1.352E-5
2594,2.639E-6,2.346E-5,1.06E-5,1.142E-5
2595,2.025E-6,7.463E-6,6.988E-6,7.234E-6
2596,0,6.549E-6,2.964E-6,5.443E-6
2597,0,1.909E-5,1.733E-5,1.106E-5
2598,0,2.291E-5,1.146E-5,7.939E-6
2599,3.865E-6,1.138E-5,1.063E-5,8.853E-6
2600,2.379E-6,1.373E-5,2.286E-5,7.654E-6
2601,2.312E-6,5.126E-5,4.19E-5,1.542E-5
2602,3.363E-6,4.597E-5,4.493E-5,1.827E-5
2603,2.482E-6,1.053E-5,2.182E-5,6.3E-6
2604,2.041E-6,7.336E-6,1.069E-5,1.229E-5
2605,3.262E-6,9.633E-6,1.346E-5,1.505E-5
2606,1.774E-6,1.103E-5,1.366E-5,1.004E-5
2607,2.254E-6,1.277E-5,1.227E-5,6.385E-6
2608,3.105E-6,9.595E-6,1.843E-5,4.634E-6
2609,3.672E-6,6.55E-6,1.848E-5,5.078E-6
2610,2.047E-6,7.09E-6,6.203E-6,6.836E-6
2611,1.829E-6,3.179E-6,8.628E-6,9.548E-6
2612,2.274E-6,3.133E-6,5.865E-6,3.786E-6
2613,2.566E-6,1.273E-5,1.343E-5,4.564E-6
2614,2.219E-6,1.383E-5,8.161E-6,4.481E-6
2615,3.391E-6,1.099E-5,5.983E-6,6.046E-6
2616,2.088E-6,2.054E-5,1.446E-5,9.203E-6
2617,1.83E-6,1.993E-5,1.907E-5,2.34E-5
2618,4.792E-6,1.26E-5,2.072E-5,2.268E-5
2619,3.805E-6,3.564E-6,1.8E-5,1.167E-5
2620,0,3.417E-6,1.371E-5,9.082E-6
2621,0,7.989E-6,1.154E-5,7.369E-6
2622,0,1.346E-5,7.538E-6,7.412E-6
2623,2.266E-6,1.463E-5,8.073E-6,9.633E-6
2624,3.504E-6,2.538E-6,2.973E-6,5.073E-6
2625,2.027E-6,2.341E-6,5.961E-6,9.995E-6
2626,0,3.032E-6,1.199E-5,1.457E-5
2627,0,1.869E-6,8.51E-6,1.017E-5
2628,0,1.278E-6,3.337E-6,8.45E-6
2629,1.966E-6,9.176E-6,4.897E-6,6.122E-6
2630,0,1.954E-5,1.087E-5,5.619E-6
2631,0,1.797E-5,1.059E-5,6.273E-6
2632,1.724E-6,1.012E-5,9.42E-6,1.13E-5
2633,0,3.188E-6,4.566E-6,7.115E-6
2634,0,0,5.458E-6,7.287E-6
2635,1.941E-6,1.521E-6,2.28E-5,1.386E-5
2636,0,4.896E-6,2.213E-5,1.231E-5
2637,0,4.437E-6,1.052E-5,7.585E-6
2638,0,4.945E-6,7.22E-6,8.041E-6
2639,0,5.451E-6,1.344E-5,8.936E-6
2640,0,8.238E-6,2.038E-5,9.649E-6
2641,0,3.896E-6,1.286E-5,9.661E-6
2642,1.818E-6,1.23E-6,7.807E-6,6.82E-6
2643,0,3.881E-6,1.684E-5,5.46E-6
2644,0,6.181E-6,2.114E-5,7.719E-6
2645,0,6.69E-6,1.789E-5,8.939E-6
2646,0,8.122E-6,1.859E-5,7.724E-6
2647,0,9.429E-6,1.496E-5,5.258E-6
2648,0,7.144E-6,7.17E-6,2.719E-6
2649,0,6.431E-6,3.717E-6,2.219E-6
2650,0,9.588E-6,9.187E-6,2.819E-6
2651,0,1.5E-5,1.584E-5,3.349E-6
2652,0,1.469E-5,1.552E-5,2.401E-6
2653,0,7.792E-6,1.066E-5,3.366E-6
2654,0,2.704E-6,3.915E-6,3.208E-6
2655,0,3.725E-6,1.262E-6,2.408E-6
2656,0,3.98E-6,1.614E-6,5.034E-6
2657,0,4.576E-6,6.3E-6,8.429E-6
2658,0,5.48E-6,9.914E-6,6.121E-6
2659,2.127E-6,4.773E-6,1.358E-5,7.64E-6
2660,0,6.662E-6,1.386E-5,4.189E-6
2661,0,6.484E-6,9.408E-6,2.548E-6
2662,0,2.746E-6,2.531E-6,2.402E-6
2663,0,2.475E-6,2.203E-6,3.861E-6
2664,0,2.053E-6,1.638E-6,4.487E-6
2665,0,2.473E-6,0,5.982E-6
2666,0,1.163E-6,1.238E-6,6.702E-6
2667,0,3.058E-6,3.123E-6,5.209E-6
2668,0,7.81E-6,4.255E-6,2.134E-6
2669,0,5.335E-6,5.708E-6,2.555E-6
2670,0,2.201E-6,1.888E-6,4.596E-6
2671,0,0,2.266E-6,3.383E-6
2672,0,9.417E-7,3.853E-6,3.239E-6
2673,0,4.37E-6,1.292E-5,1.856E-6
2674,0,4.11E-6,1.335E-5,4.037E-6
2675,0,2.417E-6,1.231E-5,5.447E-6
2676,1.826E-6,5.509E-6,1.109E-5,3.855E-6
2677,0,1.207E-5,8.572E-6,1.344E-6
2678,0,1.137E-5,7.154E-6,1.242E-6
2679,0,3.954E-6,3.982E-6,2.01E-6
2680,1.778E-6,1.287E-6,2.302E-6,1.948E-6
2681,2.052E-6,1.331E-6,1.633E-6,1.627E-6
2682,0,4.365E-6,2.412E-6,2.6E-6
2683,0,1.247E-5,5.521E-6,4.838E-6
2684,0,8.719E-6,4.412E-6,3.056E-6
2685,0,4.15E-6,1.874E-6,1.777E-6
2686,0,7.938E-6,5.296E-6,1.681E-6
2687,0,9.446E-6,7.653E-6,1.868E-6
2688,0,5.353E-6,2.49E-6,1.808E-6
2689,0,5.653E-6,4.038E-6,2.361E-6
2690,0,7.232E-6,8.325E-6,1.798E-6
2691,0,6.081E-6,4.631E-6,1.429E-6
2692,0,4.979E-6,3.428E-6,2.048E-6
2693,0,4.386E-6,2.866E-6,3.289E-6
2694,0,3.599E-6,1.325E-6,3.513E-6
2695,0,1.518E-6,1.66E-6,1.602E-6
2696,0,1.134E-6,2.414E-6,2.198E-6
2697,0,4.952E-6,1.933E-6,1.735E-6
2698,0,8.975E-6,3.671E-6,4.197E-6
2699,0,4.002E-6,1.402E-6,3.27E-6
2700,0,1.291E-6,1.518E-6,1.544E-6
2701,0,6.055E-6,6.425E-6,1.218E-6
2702,0,7.94E-6,1.168E-5,1.322E-6
2703,0,3.976E-6,6.969E-6,2.578E-6
2704,0,4.881E-6,4.821E-6,4.152E-6
2705,0,3.639E-6,2.89E-6,5.312E-6
2706,0,2.873E-6,1.54E-6,4.655E-6
2707,0,2.612E-6,4.517E-6,2.527E-6
2708,0,5.075E-6,7.466E-6,3.821E-6
2709,0,4.672E-6,5.951E-6,2.422E-6
2710,0,7.848E-6,7.016E-6,1.242E-6
2711,0,2.884E-6,4.634E-6,2.631E-6
2712,0,2.399E-6,5.185E-6,4.921E-6
2713,0,3.38E-6,3.087E-6,1.709E-6
2714,0,2.932E-6,0,1.853E-6
2715,0,1.367E-6,0,1.248E-6
2716,0,2.147E-6,1.943E-6,1.131E-6
2717,0,3.067E-6,0,1.706E-6
2718,0,3.93E-6,0,1.77E-6
2719,0,2.135E-6,0,1.606E-6
2720,0,1.615E-6,0,1.63E-6
2721,0,2.226E-6,0,1.752E-6
2722,0,5.277E-6,1.293E-6,1.399E-6
2723,0,4.99E-6,1.889E-6,1.15E-6
2724,0,1.303E-6,2.077E-6,1.203E-6
2725,0,2.839E-6,2.729E-6,1.348E-6
2726,1.7E-6,7.866E-6,4.121E-6,2.342E-6
2727,0,3.285E-6,2.86E-6,3.197E-6
2728,0,1.407E-6,2.533E-6,1.33E-6
2729,0,2.981E-6,3.497E-6,0
2730,0,4.623E-6,2.309E-6,1.081E-6
2731,0,3.841E-6,0,1.413E-6
2732,0,1.278E-6,1.288E-6,1.186E-6
2733,0,1.025E-6,1.627E-6,1.215E-6
2734,0,1.848E-6,0,1.338E-6
2735,0,5.912E-6,1.848E-6,0
2736,0,3.696E-6,1.867E-6,1.172E-6
2737,0,3.017E-6,0,1.066E-6
2738,0,6.142E-6,1.513E-6,1.813E-6
2739,0,5.04E-6,1.299E-6,1.508E-6
2740,0,1.352E-6,1.353E-6,1.293E-6
2741,0,1.312E-6,1.802E-6,0
2742,0,2.754E-6,2.332E-6,0
2743,0,5.096E-6,2.782E-6,0
2744,0,3.975E-6,1.983E-6,0
2745,0,2.855E-6,2.881E-6,0
2746,0,2.65E-6,2.664E-6,0
2747,0,2.717E-6,2.707E-6,0
2748,0,2.796E-6,1.81E-6,0
2749,0,1.754E-6,0,1.807E-6
2750,0,0,0,1.375E-6
2751,0,8.792E-7,0,0
2752,0,1.791E-6,0,1.145E-6
2753,0,1.083E-6,0,1.398E-6
2754,0,0,0,1.22E-6
2755,0,2.759E-6,0,1.197E-6
2756,0,5.074E-6,0,1.189E-6
2757,0,2.403E-6,0,0
2758,0,1.973E-6,1.283E-6,0
2759,0,1.981E-6,0,0
2760,0,9.508E-7,0,0
2761,0,7.992E-7,0,0
2762,0,1.32E-6,0,0
2763,0,2.268E-6,0,0
2764,0,1.601E-6,0,0
2765,0,1.847E-6,0,0
2766,0,1.203E-6,0,1.127E-6
2767,0,1.686E-6,0,1.661E-6
2768,0,2.007E-6,0,1.327E-6
2769,0,0,0,0
2770,0,1.545E-6,0,0
2771,0,3.223E-6,0,1.763E-6
2772,0,2.691E-6,0,9.79E-7
2773,0,2.218E-6,1.196E-6,0
2774,0,1.896E-6,0,0
2775,0,1.34E-6,0,0
2776,0,1.345E-6,0,1.115E-6
2777,0,9.43E-7,0,1.623E-6
2778,0,0,0,0
